,Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
3697,Saw III,1970-01-01 00:00:00.000002006,6.2,"186,221","Crime, Horror, Mystery",108.0,Film,R,-,Moderate,Severe,Severe,Mild,Severe
3698,Mob Psycho 100,1970-01-01 00:00:00.000002006,8.6,"21,633","Animation, Action, Comedy",24.0,Series,TV-14,25,Mild,Moderate,Mild,,Moderate
3699,"Paris, Texas",1970-01-01 00:00:00.000001984,8.1,"99,578",Drama,145.0,Film,R,-,Mild,,Mild,Mild,
3700,One Night in Miami...,1970-01-01 00:00:00.000002020,7.1,"29,128",Drama,114.0,Film,R,-,,Mild,Moderate,Mild,
3702,"Definitely, Maybe",1970-01-01 00:00:00.000002008,7.1,"160,856","Comedy, Drama, Romance",112.0,Film,PG-13,-,Mild,,Mild,Mild,
3703,Say Anything...,1970-01-01 00:00:00.000001989,7.3,"86,234","Comedy, Drama, Romance",100.0,Film,PG-13,-,Mild,,Mild,Mild,
3704,Soleil rouge,1970-01-01 00:00:00.000001971,6.9,"8,873","Action, Western",112.0,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
3705,Werk ohne Autor,1970-01-01 00:00:00.000002018,7.8,"19,092","Biography, Drama, Romance",189.0,Film,R,-,Severe,Mild,Mild,Mild,Moderate
3706,Criminal: UK,1970-01-01 00:00:00.000002018,7.6,"16,556","Crime, Drama, Mystery",43.0,Series,TV-MA,7,Mild,,Moderate,Mild,
3707,Kin,1970-01-01 00:00:00.000002018,5.8,"16,160","Action, Drama, Sci-Fi",102.0,Film,PG-13,-,Mild,Moderate,Moderate,Moderate,Moderate
3708,Funny Games,1970-01-01 00:00:00.000002007,6.6,"94,058","Crime, Drama, Thriller",111.0,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
3709,Wild Mountain Thyme,1970-01-01 00:00:00.000002020,5.7,"5,931","Comedy, Drama, Romance",102.0,Film,PG-13,-,,,Mild,Mild,
3710,Rebel Without a Cause,1970-01-01 00:00:00.000001955,7.7,"87,109",Drama,111.0,Film,PG-13,-,,Moderate,,Mild,Moderate
3712,False Positive,1970-01-01 00:00:00.000002021,4.7,"4,037","Horror, Mystery, Thriller",92.0,Film,R,-,Moderate,Moderate,Moderate,Mild,Severe
3713,Seven Psychopaths,1970-01-01 00:00:00.000002012,7.2,"249,055","Comedy, Crime",110.0,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
3715,Switched at Birth,1970-01-01 00:00:00.000002012,7.7,"24,324","Drama, Family, Romance",60.0,Series,TV-14,105,Mild,Mild,Mild,Moderate,Mild
3716,Too Hot to Handle,1970-01-01 00:00:00.000002012,4.6,"10,616","Game-Show, Reality-TV, Romance",40.0,Series,TV-MA,20,Moderate,,Mild,Mild,
3717,Mary Queen of Scots,1970-01-01 00:00:00.000002018,6.3,"46,936","Biography, Drama, History",124.0,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
3718,Escape from Pretoria,1970-01-01 00:00:00.000002020,6.8,"30,790",Thriller,106.0,Film,PG-13,-,,Mild,Mild,,Moderate
3719,Blithe Spirit,1970-01-01 00:00:00.000002020,5.4,"4,952","Comedy, Fantasy, Romance",99.0,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
3720,The Sting,1970-01-01 00:00:00.000001973,8.3,"251,206","Comedy, Crime, Drama",129.0,Film,PG,-,Mild,Mild,Moderate,Mild,Mild
3721,Psycho Goreman,1970-01-01 00:00:00.000002020,6.3,"9,898","Comedy, Horror, Sci-Fi",95.0,Film,Not Rated,-,,Severe,Moderate,,Mild
3722,Hitch,1970-01-01 00:00:00.000002005,6.6,"305,136","Comedy, Romance",118.0,Film,PG-13,-,Mild,Mild,Moderate,Mild,
3723,Feel Good,1970-01-01 00:00:00.000002005,7.5,"8,946","Comedy, Drama, Romance",30.0,Series,TV-MA,12,Moderate,,Moderate,Moderate,
3724,Splice,1970-01-01 00:00:00.000002009,5.7,"95,690","Drama, Horror, Sci-Fi",104.0,Film,R,-,Severe,Moderate,Severe,Mild,Moderate
3725,S.W.A.T.,1970-01-01 00:00:00.000002003,6.0,"143,105","Action, Adventure, Crime",117.0,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
3726,One Day at a Time,1970-01-01 00:00:00.000002003,8.2,"14,694","Comedy, Drama",30.0,Series,TV-PG,46,Mild,,Mild,Mild,
3727,Lifeforce,1970-01-01 00:00:00.000001985,6.2,"24,336","Action, Horror, Mystery",101.0,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
3728,The Last Witch Hunter,1970-01-01 00:00:00.000002015,6.0,"100,005","Action, Adventure, Fantasy",106.0,Film,PG-13,-,,Moderate,,Mild,Moderate
3729,Dive Club,1970-01-01 00:00:00.000002015,6.2,570,"Adventure, Drama, Family",27.0,Series,TV-PG,12,No Rate,No Rate,No Rate,No Rate,No Rate
3730,The Ruins,1970-01-01 00:00:00.000002008,5.9,"73,267","Adventure, Fantasy, Horror",90.0,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
3731,Toy Story 2,1970-01-01 00:00:00.000001999,7.9,"549,686","Animation, Adventure, Comedy",92.0,Film,G,-,,Mild,,,Mild
3732,Ben-Hur,1970-01-01 00:00:00.000001959,8.1,"229,116","Adventure, Drama, History",212.0,Film,G,-,,Moderate,,,Moderate
3733,Swim,1970-01-01 00:00:00.000002021,3.2,195,"Action, Horror",86.0,Film,Approved,-,No Rate,No Rate,No Rate,No Rate,No Rate
3734,Dead Ringers,1970-01-01 00:00:00.000001988,7.3,"44,214","Drama, Horror, Thriller",116.0,Film,R,-,Moderate,Moderate,Moderate,Moderate,Moderate
3735,Ocean's Thirteen,1970-01-01 00:00:00.000002007,6.9,"332,952","Crime, Thriller",122.0,Film,PG-13,-,Mild,,Mild,Mild,
3736,Baegabondeu,1970-01-01 00:00:00.000002019,8.2,"6,001","Action, Mystery, Thriller",60.0,Series,,16,No Rate,No Rate,No Rate,No Rate,No Rate
3737,The Bodyguard,1970-01-01 00:00:00.000001992,6.3,"127,301","Action, Drama, Music",129.0,Film,R,-,Mild,Moderate,Moderate,Mild,Mild
3738,Relic,1970-01-01 00:00:00.000002020,6.0,"23,329","Drama, Horror, Mystery",89.0,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
3739,Cold Pursuit,1970-01-01 00:00:00.000002019,6.2,"62,922","Action, Comedy, Crime",119.0,Film,R,-,Mild,Moderate,Moderate,Moderate,Moderate
3740,The Secret of My Success,1970-01-01 00:00:00.000001987,6.5,"32,481","Comedy, Romance",111.0,Film,PG-13,-,Mild,Mild,Mild,Mild,
3741,Lilo & Stitch,1970-01-01 00:00:00.000002002,7.3,"177,872","Animation, Adventure, Comedy",85.0,Film,PG,-,,Mild,,,Mild
3742,Stoker,1970-01-01 00:00:00.000002013,6.8,"106,129","Drama, Mystery, Thriller",99.0,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
3743,Snow White and the Seven Dwarfs,1970-01-01 00:00:00.000001937,7.6,"189,977","Animation, Family, Fantasy",83.0,Film,Approved,-,,Mild,,,Mild
3744,Rambo,1970-01-01 00:00:00.000002008,7.0,"224,637","Action, Adventure, Thriller",92.0,Film,R,-,Moderate,Severe,Severe,Mild,Severe
3745,Prom Night,1970-01-01 00:00:00.000001980,5.4,"17,071","Horror, Mystery, Thriller",92.0,Film,R,-,Mild,Severe,Moderate,Moderate,Moderate
3747,The Bourne Legacy,1970-01-01 00:00:00.000002012,6.6,"292,719","Action, Adventure, Thriller",135.0,Film,PG-13,-,,Moderate,Mild,Mild,Moderate
3748,"Planes, Trains & Automobiles",1970-01-01 00:00:00.000001987,7.6,"131,032","Comedy, Drama",93.0,Film,R,-,Mild,,Moderate,Mild,
3749,Gon-ji-am,1970-01-01 00:00:00.000002018,6.3,"6,759",Horror,95.0,Film,Not Rated,-,,Mild,Mild,Mild,Severe
3750,Body Double,1970-01-01 00:00:00.000001984,6.8,"31,694","Crime, Drama, Mystery",114.0,Film,R,-,Severe,Moderate,Moderate,Mild,Moderate
3751,Girl Meets World,1970-01-01 00:00:00.000001984,7.1,"13,797","Comedy, Drama, Family",23.0,Series,TV-G,72,,,,,
3752,Pumpkinhead,1970-01-01 00:00:00.000001988,6.2,"22,424","Fantasy, Horror",86.0,Film,R,-,,Moderate,Mild,Mild,Moderate
3753,The Avengers,1970-01-01 00:00:00.000001988,8.3,"7,317","Action, Comedy, Crime",60.0,Series,TV-14,161,,Mild,,Mild,Mild
3754,Friday the 13th Part VIII: Jason Takes Manhattan,1970-01-01 00:00:00.000001989,4.6,"36,049","Adventure, Horror, Thriller",100.0,Film,R,-,Mild,Severe,Moderate,Moderate,Moderate
3755,Spin City,1970-01-01 00:00:00.000001989,7.2,"27,635",Comedy,30.0,Series,TV-14,145,Mild,Mild,Mild,Mild,
3756,Life of Brian,1970-01-01 00:00:00.000001979,8.1,"382,441",Comedy,94.0,Film,R,-,Moderate,Mild,Moderate,,
3757,You Should Have Left,1970-01-01 00:00:00.000002020,5.4,"18,710","Horror, Thriller",93.0,Film,R,-,Mild,Mild,Moderate,,Moderate
3758,Dawn of the Planet of the Apes,1970-01-01 00:00:00.000002014,7.6,"423,774","Action, Adventure, Drama",130.0,Film,PG-13,-,,Moderate,Moderate,Mild,Moderate
3759,Flashdance,1970-01-01 00:00:00.000001983,6.2,"50,601","Drama, Music, Romance",95.0,Film,R,-,Moderate,Mild,Moderate,Mild,
3760,Mom's Got a Date with a Vampire,1970-01-01 00:00:00.000002000,5.9,"4,051","Comedy, Family, Fantasy",85.0,Film,TV-PG,-,No Rate,No Rate,No Rate,No Rate,No Rate
3762,Superhero Movie,1970-01-01 00:00:00.000002008,4.6,"66,314","Action, Comedy, Sci-Fi",75.0,Film,PG-13,-,Mild,Mild,Moderate,Moderate,Mild
3763,The Facts of Life,1970-01-01 00:00:00.000002008,6.8,"6,709","Comedy, Family",30.0,Series,TV-PG,201,Mild,,,,
3764,True Grit,1970-01-01 00:00:00.000001969,7.4,"45,631","Adventure, Drama, Western",128.0,Film,G,-,,Moderate,Mild,Mild,Moderate
3765,Witch Hunt,1970-01-01 00:00:00.000002021,4.3,409,"Fantasy, Horror, Thriller",98.0,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
3766,Shakespeare in Love,1970-01-01 00:00:00.000001998,7.1,"219,389","Comedy, Drama, History",123.0,Film,R,-,Moderate,Mild,Mild,Mild,
3767,This Is England,1970-01-01 00:00:00.000002006,7.7,"118,985","Crime, Drama",101.0,Film,Not Rated,-,Moderate,Severe,Severe,Moderate,Severe
3768,Scener ur ett äktenskap,1970-01-01 00:00:00.000001974,8.4,"5,803",Drama,169.0,Film,PG,-,Moderate,Mild,Mild,Mild,Mild
3769,Samurai Jack,1970-01-01 00:00:00.000001974,8.5,"49,177","Animation, Action, Adventure",25.0,Series,TV-14,62,Mild,Moderate,Mild,,Moderate
3770,Friday the 13th Part VII: The New Blood,1970-01-01 00:00:00.000001988,5.3,"35,105","Horror, Thriller",88.0,Film,R,-,Moderate,Severe,Moderate,Moderate,Moderate
3771,Masters of the Universe,1970-01-01 00:00:00.000001987,5.4,"39,471","Action, Adventure, Fantasy",106.0,Film,PG,-,,Mild,Mild,,Mild
3772,Songbird,1970-01-01 00:00:00.000002020,4.7,"8,455","Drama, Sci-Fi, Thriller",84.0,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
3773,Lust och fägring stor,1970-01-01 00:00:00.000001995,6.9,"6,240","Drama, Romance, War",130.0,Film,Unrated,-,Moderate,Mild,Mild,Mild,Mild
3774,Malevolent,1970-01-01 00:00:00.000002018,4.8,"12,289","Horror, Mystery, Thriller",89.0,Film,TV-MA,-,,Severe,Moderate,Mild,Moderate
3775,Hot Tub Time Machine,1970-01-01 00:00:00.000002010,6.4,"167,799","Comedy, Sci-Fi",101.0,Film,R,-,Moderate,Moderate,Severe,Severe,Mild
3776,Fruits Basket,1970-01-01 00:00:00.000002010,8.6,"4,186","Animation, Comedy, Drama",24.0,Series,TV-14,63,Mild,Mild,Mild,,Moderate
3777,The 5th Wave,1970-01-01 00:00:00.000002016,5.2,"104,856","Action, Adventure, Sci-Fi",112.0,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
3778,Bill & Ted's Excellent Adventure,1970-01-01 00:00:00.000001989,7.0,"125,109","Adventure, Comedy, Music",90.0,Film,PG,-,Mild,Mild,Mild,Mild,
3779,JFK,1970-01-01 00:00:00.000001991,8.0,"148,852","Drama, History, Thriller",189.0,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
3780,Dolor y gloria,1970-01-01 00:00:00.000002019,7.5,"53,951",Drama,113.0,Film,R,-,Moderate,,Mild,Severe,
3781,Epic Movie,1970-01-01 00:00:00.000002007,2.4,"103,889","Adventure, Comedy, Fantasy",86.0,Film,PG-13,-,Moderate,Moderate,Severe,Moderate,Mild
3782,2 Guns,1970-01-01 00:00:00.000002013,6.7,"204,313","Action, Comedy, Crime",109.0,Film,R,-,Moderate,Severe,Severe,Mild,Moderate
3783,The Texas Chainsaw Massacre 2,1970-01-01 00:00:00.000001986,5.6,"30,245","Comedy, Horror",101.0,Film,Unrated,-,Mild,Severe,Moderate,Mild,Severe
3784,Garden State,1970-01-01 00:00:00.000002004,7.4,"211,772","Comedy, Drama, Romance",102.0,Film,R,-,Mild,,Moderate,Moderate,
3785,Long Shot,1970-01-01 00:00:00.000002019,6.8,"104,084","Comedy, Romance",125.0,Film,R,-,Moderate,Mild,Severe,Moderate,Mild
3786,The Prince of Egypt,1970-01-01 00:00:00.000001998,7.1,"124,846","Animation, Adventure, Drama",99.0,Film,(Banned),-,Mild,Moderate,,Mild,Moderate
3787,EverAfter,1970-01-01 00:00:00.000001998,7.0,"72,569","Comedy, Drama, Romance",121.0,Film,PG-13,-,Mild,Mild,Mild,,Mild
3788,A Call to Spy,1970-01-01 00:00:00.000002019,6.6,"5,173","Biography, Crime, Drama",123.0,Film,PG-13,-,,Moderate,Mild,Mild,Moderate
3789,Irresistible,1970-01-01 00:00:00.000002020,6.3,"16,075","Comedy, Drama",101.0,Film,R,-,,,Moderate,Mild,
3790,Uncle Buck,1970-01-01 00:00:00.000001989,7.0,"89,981",Comedy,100.0,Film,PG,-,Moderate,Mild,Moderate,Moderate,Mild
3791,Back to the Rafters,1970-01-01 00:00:00.000001989,7.1,258,"Comedy, Drama, Family",45.0,Series,TV-14,6,No Rate,No Rate,No Rate,No Rate,No Rate
3792,Malcolm & Marie,1970-01-01 00:00:00.000002021,6.7,"31,844","Drama, Romance",106.0,Film,R,-,Mild,,Severe,Mild,Mild
3794,Bimilui Soop,1970-01-01 00:00:00.000002021,8.5,"6,769","Crime, Drama, Mystery",60.0,Series,TV-14,32,,Mild,Mild,Mild,Mild
3795,Kingpin,1970-01-01 00:00:00.000001996,6.9,"80,860","Comedy, Sport",114.0,Film,PG-13,-,Moderate,Mild,Moderate,Moderate,Mild
3796,Meatballs,1970-01-01 00:00:00.000001979,6.2,"20,616",Comedy,94.0,Film,PG,-,Mild,,Mild,Mild,
3797,The Iron Giant,1970-01-01 00:00:00.000001999,8.0,"181,348","Animation, Action, Adventure",86.0,Film,PG,-,,Mild,Mild,Mild,Moderate
3798,The Expendables 2,1970-01-01 00:00:00.000002012,6.6,"299,416","Action, Adventure, Thriller",103.0,Film,R,-,,Severe,Moderate,Mild,Moderate
3799,National Lampoon's Van Wilder,1970-01-01 00:00:00.000002002,6.4,"106,678","Comedy, Romance",92.0,Film,R,-,Severe,Mild,Moderate,Moderate,Mild
3800,Gwimul,1970-01-01 00:00:00.000002002,8.2,"1,730","Drama, Mystery, Thriller",70.0,Series,,16,No Rate,No Rate,No Rate,No Rate,No Rate
3801,Bedrag,1970-01-01 00:00:00.000002002,7.6,"3,692","Crime, Drama, Thriller",60.0,Series,TV-MA,30,Severe,Severe,Severe,Severe,Moderate
3802,Captain Kronos: Vampire Hunter,1970-01-01 00:00:00.000001974,6.5,"4,812","Adventure, Horror, Mystery",91.0,Film,R,-,Mild,Moderate,,Mild,Moderate
3803,Scary Movie 4,1970-01-01 00:00:00.000002006,5.1,"117,305",Comedy,83.0,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Mild
3804,Crocodile Dundee,1970-01-01 00:00:00.000001986,6.6,"99,336","Action, Adventure, Comedy",97.0,Film,PG-13,-,Mild,Mild,Mild,Moderate,Mild
3805,Red Dwarf,1970-01-01 00:00:00.000001986,8.4,"33,784","Comedy, Sci-Fi",30.0,Series,TV-14,74,Mild,Mild,Moderate,Mild,Mild
3806,Popeye,1970-01-01 00:00:00.000001980,5.3,"30,801","Adventure, Comedy, Family",114.0,Film,PG,-,,Mild,Mild,Mild,Mild
3807,North Hollywood,1970-01-01 00:00:00.000002021,6.1,"1,336","Comedy, Drama, Sport",93.0,Film,Not Rated,-,Mild,Mild,Severe,Moderate,Mild
3808,Return to Oz,1970-01-01 00:00:00.000001985,6.7,"26,078","Adventure, Family, Fantasy",113.0,Film,PG,-,,Mild,,Mild,Moderate
3809,Locked In,1970-01-01 00:00:00.000002021,4.1,492,"Crime, Drama, Thriller",90.0,Film,R,-,,Severe,Severe,No Rate,No Rate
3810,The Tourist,1970-01-01 00:00:00.000002010,6.0,"233,119","Action, Thriller",103.0,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
3811,Twin Peaks: Fire Walk with Me,1970-01-01 00:00:00.000001992,7.3,"92,724","Drama, Horror, Mystery",134.0,Film,R,-,Severe,Severe,Moderate,Severe,Severe
3812,Spartacus,1970-01-01 00:00:00.000001960,7.9,"130,175","Adventure, Biography, Drama",197.0,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
3813,Terminator Salvation,1970-01-01 00:00:00.000002009,6.5,"351,611","Action, Sci-Fi",115.0,Film,PG-13,-,Mild,Moderate,Moderate,,Moderate
3814,Still Game,1970-01-01 00:00:00.000002009,8.8,"6,912",Comedy,30.0,Series,TV-14,63,Mild,,Moderate,Mild,
3815,American Made,1970-01-01 00:00:00.000002017,7.2,"168,917","Action, Comedy, Crime",115.0,Film,R,-,Moderate,Mild,Severe,Moderate,Mild
3816,Frankenstein,1970-01-01 00:00:00.000001994,6.4,"53,476","Drama, Horror, Romance",123.0,Film,R,-,Mild,Moderate,Mild,,Moderate
3817,Free Fire,1970-01-01 00:00:00.000002016,6.4,"44,817","Action, Comedy, Crime",91.0,Film,R,-,,Severe,Severe,Moderate,Moderate
3818,Nowhere Special,1970-01-01 00:00:00.000002020,7.6,"1,392",Drama,96.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
3819,Underworld: Blood Wars,1970-01-01 00:00:00.000002016,5.8,"73,082","Action, Adventure, Fantasy",91.0,Film,R,-,Mild,Severe,Moderate,,Moderate
3820,Third Watch,1970-01-01 00:00:00.000002016,7.9,"9,457","Action, Crime, Drama",44.0,Series,TV-14,132,No Rate,Moderate,No Rate,No Rate,No Rate
3821,Valkyrie,1970-01-01 00:00:00.000002008,7.1,"235,251","Drama, History, Thriller",121.0,Film,PG-13,-,,Moderate,Mild,Mild,Moderate
3822,Wolf,1970-01-01 00:00:00.000001994,6.2,"54,670","Drama, Horror, Romance",125.0,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
3823,Long Story Short,1970-01-01 00:00:00.000002021,6.5,"1,802","Comedy, Fantasy, Romance",90.0,Film,R,-,Mild,No Rate,Severe,No Rate,No Rate
3824,Crimson Tide,1970-01-01 00:00:00.000001995,7.3,"107,432","Action, Drama, Thriller",116.0,Film,R,-,,Moderate,Severe,Mild,Moderate
3825,Industry,1970-01-01 00:00:00.000001995,6.9,"6,086",Drama,50.0,Series,TV-MA,11,Severe,Mild,Moderate,Severe,
3826,Valeria,1970-01-01 00:00:00.000001995,6.4,"4,556","Comedy, Drama, Romance",47.0,Series,TV-MA,16,Severe,,Moderate,Moderate,
3827,American Insurrection,1970-01-01 00:00:00.000002021,2.0,510,Drama,115.0,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
3828,CSI: Immortality,1970-01-01 00:00:00.000002015,7.5,"2,134","Crime, Drama, Mystery",87.0,Film,TV-14,-,No Rate,No Rate,No Rate,No Rate,No Rate
3829,Scanners,1970-01-01 00:00:00.000001981,6.8,"52,008","Horror, Sci-Fi, Thriller",103.0,Film,R,-,,Severe,Mild,Mild,Severe
3830,An Unfinished Life,1970-01-01 00:00:00.000002005,7.0,"30,366","Drama, Family, Romance",108.0,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild
3831,T2 Trainspotting,1970-01-01 00:00:00.000002017,7.2,"119,073",Drama,117.0,Film,R,-,Severe,Moderate,Severe,Severe,Moderate
3832,Somebody Up There Likes Me,1970-01-01 00:00:00.000001956,7.5,"7,790","Biography, Drama, Sport",113.0,Film,Passed,-,,Moderate,Mild,Mild,Mild
3833,Fallen,1970-01-01 00:00:00.000001998,7.0,"79,162","Action, Crime, Drama",124.0,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
3834,Best in Show,1970-01-01 00:00:00.000002000,7.5,"59,330",Comedy,90.0,Film,PG-13,-,Moderate,Mild,Mild,,
3835,Midnight Run,1970-01-01 00:00:00.000001988,7.5,"82,314","Action, Comedy, Crime",126.0,Film,R,-,,Mild,Severe,Moderate,Mild
3836,The Farewell,1970-01-01 00:00:00.000002019,7.6,"57,921","Comedy, Drama",100.0,Film,PG,-,,,Mild,Mild,
3837,Ronin,1970-01-01 00:00:00.000001998,7.3,"178,049","Action, Crime, Thriller",122.0,Film,R,-,,Severe,Moderate,Mild,Mild
3838,Ancient Aliens,1970-01-01 00:00:00.000001998,7.2,"10,450","Documentary, Fantasy, History",42.0,Series,TV-PG,204,,Mild,Mild,,Moderate
3839,George of the Jungle,1970-01-01 00:00:00.000001997,5.5,"74,855","Action, Adventure, Comedy",92.0,Film,PG,-,Mild,Mild,,Mild,Mild
3840,Collateral Beauty,1970-01-01 00:00:00.000002016,6.8,"96,222","Drama, Romance",97.0,Film,PG-13,-,,,Mild,,
3841,17 Again,1970-01-01 00:00:00.000002009,6.4,"189,984","Comedy, Drama, Fantasy",102.0,Film,PG-13,-,Moderate,Mild,Mild,Moderate,
3842,On Becoming a God in Central Florida,1970-01-01 00:00:00.000002019,7.2,"4,998",Comedy,46.0,Series,TV-MA,11,Mild,Moderate,Moderate,Moderate,Mild
3843,Flag Day,1970-01-01 00:00:00.000002021,4.7,477,"Drama, Thriller",109.0,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
3844,Mistresses,1970-01-01 00:00:00.000002021,7.1,"13,116","Drama, Romance, Thriller",43.0,Series,TV-14,52,Mild,No Rate,No Rate,No Rate,No Rate
3845,Killer Klowns from Outer Space,1970-01-01 00:00:00.000001988,6.2,"35,573","Comedy, Horror, Sci-Fi",88.0,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
3846,Escape Plan: The Extractors,1970-01-01 00:00:00.000002019,4.4,"13,313","Action, Crime, Thriller",97.0,Film,R,-,,Severe,Severe,,Moderate
3847,Freaky Friday,1970-01-01 00:00:00.000002003,6.2,"131,577","Comedy, Family, Fantasy",97.0,Film,PG,-,Mild,,Mild,,Mild
3848,Catastrophe,1970-01-01 00:00:00.000002003,8.2,"17,638",Comedy,24.0,Series,TV-MA,24,Moderate,No Rate,Severe,No Rate,No Rate
3851,Anaconda,1970-01-01 00:00:00.000001997,4.8,"100,818","Action, Adventure, Horror",89.0,Film,PG-13,-,Mild,Severe,Moderate,Mild,Moderate
3852,The Inspector Lynley Mysteries,1970-01-01 00:00:00.000001997,7.4,"4,546","Crime, Drama, Mystery",90.0,Series,TV-14,23,,Severe,,Severe,Severe
3853,Horns,1970-01-01 00:00:00.000002013,6.5,"81,030","Comedy, Crime, Drama",120.0,Film,R,-,Severe,Severe,Severe,Moderate,Moderate
3854,The Spiderwick Chronicles,1970-01-01 00:00:00.000002008,6.5,"92,188","Action, Adventure, Drama",96.0,Film,PG,-,,Moderate,Mild,,Moderate
3855,The Virtuoso,1970-01-01 00:00:00.000002021,4.9,"4,978","Action, Thriller",110.0,Film,R,-,Moderate,Moderate,Mild,Mild,No Rate
3856,Diff'rent Strokes,1970-01-01 00:00:00.000002021,6.6,"10,434","Comedy, Drama, Family",30.0,Series,TV-PG,181,Mild,,,Mild,Mild
3858,Cat's Eye,1970-01-01 00:00:00.000001985,6.3,"24,104","Comedy, Horror, Thriller",94.0,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
3859,Rules of Engagement,1970-01-01 00:00:00.000001985,7.3,"32,673","Comedy, Romance",22.0,Series,TV-PG,101,No Rate,No Rate,No Rate,No Rate,No Rate
3860,Night at the Museum: Secret of the Tomb,1970-01-01 00:00:00.000002014,6.2,"113,956","Adventure, Comedy, Family",98.0,Film,PG,-,,Mild,Mild,Mild,Mild
3861,Return to the Blue Lagoon,1970-01-01 00:00:00.000001991,5.2,"19,243","Adventure, Drama, Romance",102.0,Film,PG-13,-,Mild,Mild,,,
3862,The Protector,1970-01-01 00:00:00.000001991,6.6,"33,550","Action, Fantasy, Sci-Fi",40.0,Series,TV-MA,32,Mild,Mild,Moderate,Mild,Mild
3863,Jaws 3-D,1970-01-01 00:00:00.000001983,3.7,"42,287","Adventure, Horror, Thriller",99.0,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
3864,Dick Tracy,1970-01-01 00:00:00.000001990,6.1,"59,868","Action, Comedy, Crime",105.0,Film,PG,-,Mild,Moderate,,Mild,Mild
3865,The Man from Snowy River,1970-01-01 00:00:00.000001982,7.3,"8,530","Adventure, Drama, Romance",102.0,Film,PG,-,,Mild,Mild,Mild,
3866,The House of the Devil,1970-01-01 00:00:00.000002009,6.4,"43,143","Horror, Mystery",95.0,Film,R,-,,Severe,Mild,Mild,Severe
3867,Lost Highway,1970-01-01 00:00:00.000001997,7.6,"136,693","Mystery, Thriller",134.0,Film,R,-,Severe,Severe,Moderate,Mild,Severe
3868,Tayna pechati drakona,1970-01-01 00:00:00.000002019,4.7,"5,579","Action, Adventure, Family",120.0,Film,PG-13,-,,Mild,Mild,Mild,Mild
3869,Peppa Pig,1970-01-01 00:00:00.000002019,6.2,"4,365","Animation, Adventure, Comedy",9.0,Series,TV-Y,304,,,Mild,,Mild
3870,The Dressmaker,1970-01-01 00:00:00.000002015,7.1,"57,473","Comedy, Drama",119.0,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
3871,Finding You,1970-01-01 00:00:00.000002021,6.1,"2,018","Drama, Romance",119.0,Film,PG,-,,No Rate,No Rate,No Rate,No Rate
